ID,TIMESTAMP,DISTRICT,AGE_RANGE,MARITAL_STATUS,EDUCATION_LEVEL,OCCUPATION_SECTOR,MONTHLY_INCOME,MOBILE_APP_BANK_TYPES,SAVINGS,FIXED_DEPOSITS,CURRENT_ACCOUNT,LOAN,PEOPLE'S_BANK,BANK_OF_CEYLON,SAMPATH_BANK,NDB,HNB,COMMERCIAL_BANK,HSBC,NATIONS_TRUST_BANK,SEYLAN_BANK,PAN_ASIA_BANK,STANDARD_CHARTERED_BANK,DFCC_BANK,CARGILLS_BANK,ICICI_BANK,NSB,MOBILE_TYPE,MOBILE_BANK_APP_USAGE_START_FROM,MOBILE_BANK_APP_USAGE_PER_MONTH,MOBILE_BANK_APP_USAGE_PERIOD_IN_YEARS,NUMBER_OF_VISIT_BANK_PER_MONTH,ATM_MACHINE_USAGE_PER_MONTH,INTERNET_BANKING_USAGE_PER_MONTH,MOBILE_APP_USAGE_PER_MONTH,CREDIT_CARD_USAGE_PER_MONTH,MOST_IMPORTANT_REASON_FOR_MOBILE_BANK_APP_USAGE,SELF_PREFERENCE_FOR_MOBILE_BANKING_5 _1,SELF_PREFERENCE_FOR_MOBILE_BANKING_SAFTY_5_1,SELF_PREFERENCE_FOR_SAVING_TIME_WITH_MOBILE_BANKING_5_1,SELF_PREFERENCE_FOR_MOBILE_APP_INVOLVED_EASY_BANKING_OPERATIONS_5_1,SELEF_PREFERENCE_FOR_MOBILE_APP_INTERFACE_5_1,SELEF_PREFERENCE_FOR_MOBILE_APP_NETWORK_CONNECTION_SAFTY_5_1,SELEF_PREFERENCE_FOR_MOBILE_APP_COST_EFFECTIVENESS_5_1,MOBILE_APP_USAGE_FINAL_SELF_RATING_5_1,RECOMMENDATION_MOBILE_BANK_APPS_FOR_OTHERS,FREE_SERVICE,SPEED_PERFORMANCE,SIMPLICITY,EXCELLENT_USER_INTERFACE,SECURITY,CUSTOMIZATION,FEEDBACK,CUSTOMER_SUPPORT,CHARTS,MULTI_LANGUAGE,SOCIAL_INTEGRATION,USE_FROM_ANY_TYPE_OF_PHONE
35,2020/11/08 5:45:58 PM GMT+5:30,COLOMBO,19 - 29,MARRIED,DEGREE,PRIVATE,"40,001 - 60,000",PRIVATE_GOVERNMENT,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,05-Mar,02-Jan,05-Jan,05-Jan,10-Jun,10-Jun,0,TO REDUCE TIME,5,4,4,4,4,4,5,3,YES,0,1,0,1,0,1,0,0,0,0,0,0
36,2020/11/08 5:51:52 PM GMT+5:30,BADULLA,30 - 39,SINGLE,DEGREE,PRIVATE,"20,001- 40,000",PRIVATE,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ANDROID,FROM BANK,02-Jan,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,0,EASY TO USE,5,5,5,5,5,5,5,5,YES,0,1,1,0,1,0,0,0,0,0,0,0
37,2020/11/08 5:52:01 PM GMT+5:30,KANDY,19 - 29,MARRIED,AL,STUDENT,"0 - 20,000",PRIVATE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,FROM BANK,02-Jan,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,0,TO REDUCE TIME,5,5,5,5,5,5,5,5,YES,0,1,0,0,1,0,0,1,0,0,0,0
38,2020/11/08 5:53:17 PM GMT+5:30,KANDY,0 - 18,SINGLE,AL,PRIVATE,"0 - 20,000",PRIVATE,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,APPLE IPHONE,SELF MOTIVATION,05-Mar,02-Jan,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,5,5,5,5,5,5,5,5,YES,0,1,0,0,1,0,0,0,0,0,0,0
39,2020/11/08 5:58:08 PM GMT+5:30,GAMPAHA,50 - 59,MARRIED,MASTER,GOVERNMENT,"40,001 - 60,000",GOVERNMENT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,FRIENDS,02-Jan,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,0,TECHNOLOGY USAGE,5,5,5,5,5,5,5,5,YES,0,1,1,0,1,0,0,0,0,0,0,0
40,2020/11/08 5:59:37 PM GMT+5:30,KANDY,30 - 39,MARRIED,DEGREE,PRIVATE,"60,001 - 80,000",GOVERNMENT,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,FROM BANK,05-Mar,03-Feb,05-Jan,10-Jun,05-Jan,05-Jan,0,TECHNOLOGY USAGE,4,4,5,5,5,5,5,3,YES,1,0,1,0,1,0,0,0,0,0,0,0
41,2020/11/08 6:01:21 PM GMT+5:30,COLOMBO,19 - 29,MARRIED,AL,GOVERNMENT,"40,001 - 60,000",GOVERNMENT,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,05-Mar,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,4,4,4,3,4,3,5,4,YES,0,1,0,0,1,0,0,0,0,0,0,0
42,2020/11/08 6:03:35 PM GMT+5:30,GAMPAHA,19 - 29,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,05-Mar,03-Feb,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,EASY TO USE,3,3,3,3,3,3,3,4,YES,0,1,1,0,1,0,0,0,0,0,0,0
43,2020/11/08 6:14:22 PM GMT+5:30,MATHALE,40 - 49,MARRIED,DEGREE,GOVERNMENT,"40,001 - 60,000",PRIVATE,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,ANDROID,FROM BANK,05-Mar,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,0,TO REDUCE TIME,4,5,5,5,4,5,5,4,YES,0,0,1,0,1,0,0,0,0,0,0,0
44,2020/11/08 6:10:45 PM GMT+5:30,GAMPAHA,19 - 29,MARRIED,DEGREE,SELF-EMPLOYED,"140,001 - 160,000",PRIVATE_GOVERNMENT,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,ANDROID,FROM BANK,02-Jan,02-Jan,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,5,5,5,5,5,5,5,5,YES,0,1,0,0,1,0,0,0,0,0,0,0
45,2020/11/08 6:33:27 PM GMT+5:30,KANDY,30 - 39,MARRIED,DEGREE,PRIVATE,"80,001 - 100,000",GOVERNMENT,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,FROM BANK,05-Mar,02-Jan,05-Jan,05-Jan,05-Jan,05-Jan,0,EASY TO USE,4,4,4,4,4,4,4,4,YES,0,1,0,0,1,0,0,1,0,0,0,0
46,2020/11/08 6:37:02 PM GMT+5:30,COLOMBO,19 - 29,SINGLE,DEGREE,PRIVATE,"80,001 - 100,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ANDROID,FRIENDS,05-Mar,03-Feb,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,4,4,5,3,5,5,5,4,YES,0,1,0,0,1,0,0,0,0,0,0,0
47,2020/11/08 6:44:15 PM GMT+5:30,COLOMBO,30 - 39,MARRIED,DEGREE,GOVERNMENT,"60,001 - 80,000",GOVERNMENT,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,FRIENDS,05-Mar,03-Feb,10-Jun,10-Jun,05-Jan,05-Jan,0,TO REDUCE TIME,3,3,5,3,3,3,4,4,YES,0,1,0,0,1,0,0,0,1,0,0,0
48,2020/11/08 6:47:02 PM GMT+5:30,COLOMBO,40 - 49,MARRIED,AL,GOVERNMENT,"40,001 - 60,000",GOVERNMENT,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,FROM BANK,05-Mar,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,EASY TO USE,5,3,5,5,3,3,3,4,YES,0,1,1,0,0,0,0,1,0,0,0,0
49,2020/11/08 6:49:08 PM GMT+5:30,COLOMBO,30 - 39,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,ANDROID,INTERNET AND WEBSITES,05-Mar,03-Feb,05-Jan,05-Jan,05-Jan,05-Jan,0,LESS COST,4,4,4,4,5,5,5,3,YES,0,0,1,0,1,0,0,1,0,0,0,0
50,2020/11/08 8:50:45 PM GMT+5:30,RATHNAPURA,0 - 18,SINGLE,AL,PRIVATE,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,ANDROID,FROM BANK,07-May,02-Jan,10-Jun,10-Jun,05-Jan,05-Jan,10-Jun,TECHNOLOGY USAGE,4,4,4,4,4,4,4,4,YES,0,1,1,0,1,0,0,0,0,0,0,0
51,2020/11/09 9:15:41 AM GMT+5:30,HAMBANTHOTA,19 - 29,SINGLE,AL,SELF-EMPLOYED,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,05-Mar,02-Jan,0,10-Jun,05-Jan,05-Jan,0,EASY TO USE,5,5,3,4,4,5,5,4,YES,0,1,1,1,1,0,0,0,0,0,0,0
52,2020/11/09 10:55:46 AM GMT+5:30,GALLE,30 - 39,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ANDROID,FRIENDS,05-Mar,02-Jan,05-Jan,10-Jun,10-Jun,10-Jun,05-Jan,TO REDUCE TIME,5,4,4,4,4,4,4,4,YES,0,1,1,0,1,0,0,1,0,0,0,0
53,2020/11/09 11:58:39 AM GMT+5:30,KANDY,30 - 39,MARRIED,DEGREE,PRIVATE,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,ANDROID,SELF MOTIVATION,07-May,02-Jan,0,05-Jan,05-Jan,05-Jan,0,EASY TO USE,3,3,3,3,3,3,5,4,YES,0,0,1,0,1,0,0,1,0,0,0,0
54,2020/11/09 12:04:36 PM GMT+5:30,COLOMBO,19 - 29,SINGLE,DEGREE,PRIVATE,"80,001 - 100,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,FROM BANK,05-Mar,02-Jan,0,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,4,4,4,4,4,4,4,4,YES,0,0,1,0,1,0,0,1,0,0,0,0
55,2020/11/09 12:08:01 PM GMT+5:30,COLOMBO,30 - 39,MARRIED,DEGREE,GOVERNMENT,"40,001 - 60,000",PRIVATE_GOVERNMENT,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,ANDROID,SELF MOTIVATION,05-Mar,02-Jan,0,05-Jan,05-Jan,05-Jan,10-Jun,TECHNOLOGY USAGE,3,3,3,3,3,3,3,3,YES,0,0,0,1,1,0,0,0,0,0,0,0
56,2020/11/09 12:17:36 PM GMT+5:30,MATHALE,30 - 39,MARRIED,DEGREE,GOVERNMENT,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,ANDROID,INTERNET AND WEBSITES,02-Jan,02-Jan,0,10-Jun,05-Jan,05-Jan,05-Jan,EASY TO USE,5,4,4,4,4,4,4,4,YES,1,0,1,1,1,0,0,1,0,0,0,0
57,2020/11/09 12:18:50 PM GMT+5:30,COLOMBO,40 - 49,MARRIED,DEGREE,PRIVATE,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,05-Mar,02-Jan,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,4,4,4,4,4,4,4,4,YES,0,1,1,0,1,0,0,0,0,0,0,0
58,2020/11/09 12:19:53 PM GMT+5:30,COLOMBO,30 - 39,MARRIED,DEGREE,PRIVATE,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,02-Jan,0,10-Jun,10-Jun,10-Jun,0,TO REDUCE TIME,3,3,3,3,3,3,3,5,YES,0,0,1,0,1,0,0,1,0,0,0,0
59,2020/11/09 12:21:57 PM GMT+5:30,COLOMBO,40 - 49,SINGLE,DEGREE,PRIVATE,"60,001 - 80,000",GOVERNMENT,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,4,4,4,4,4,4,4,4,YES,0,1,1,0,0,0,0,0,0,0,0,0
60,2020/11/09 12:24:24 PM GMT+5:30,KURUNEGALA,19 - 29,SINGLE,DEGREE,PRIVATE,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,ANDROID,FROM BANK,02-Jan,0 - 1,0,10-Jun,10-Jun,10-Jun,0,LESS COST,3,3,3,3,3,3,3,5,YES,0,1,0,1,0,0,0,1,0,0,0,0
61,2020/11/09 12:27:44 PM GMT+5:30,KALUTHARA,40 - 49,MARRIED,DEGREE,PRIVATE,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,10-Jun,10-Jun,10-Jun,0,LESS COST,3,3,3,3,3,3,3,4,YES,0,0,1,0,1,0,0,1,0,0,0,0
62,2020/11/09 12:28:41 PM GMT+5:30,COLOMBO,30 - 39,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,0,TO REDUCE TIME,3,3,3,3,3,3,3,4,YES,0,1,1,0,1,0,0,0,0,0,0,0
63,2020/11/09 12:31:02 PM GMT+5:30,COLOMBO,30 - 39,MARRIED,DEGREE,PRIVATE,"120,001 - 140,000",PRIVATE_GOVERNMENT,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,0,TO REDUCE TIME,3,3,3,3,3,3,3,5,YES,0,1,1,0,1,0,0,0,0,0,0,0
64,2020/11/09 1:06:16 PM GMT+5:30,COLOMBO,30 - 39,SINGLE,DEGREE,PRIVATE,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,05-Mar,02-Jan,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,3,3,3,3,3,3,5,3,YES,0,1,0,1,1,0,0,0,0,0,0,0
65,2020/11/09 1:09:46 PM GMT+5:30,GALLE,30 - 39,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,4,4,4,4,4,4,5,4,YES,0,1,0,0,1,0,0,0,0,0,0,0
66,2020/11/09 1:12:51 PM GMT+5:30,COLOMBO,40 - 49,MARRIED,DEGREE,PRIVATE,"60,001 - 80,000",PRIVATE,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,0,TO REDUCE TIME,3,3,3,3,3,3,3,5,YES,0,1,1,0,1,0,0,0,0,0,0,0
67,2020/11/09 1:13:28 PM GMT+5:30,COLOMBO,40 - 49,MARRIED,DEGREE,PRIVATE,"80,001 - 100,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,0,EASY TO USE,3,3,3,3,3,3,3,4,YES,0,0,1,0,1,0,0,0,0,0,0,0
68,2020/11/09 2:18:14 PM GMT+5:30,GAMPAHA,19 - 29,MARRIED,DEGREE,PRIVATE,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,0,TO REDUCE TIME,4,4,4,3,3,3,3,5,YES,0,1,0,0,1,1,0,0,0,0,0,0
69,2020/11/09 2:23:09 PM GMT+5:30,COLOMBO,19 - 29,MARRIED,DEGREE,SELF-EMPLOYED,"80,001 - 100,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,0,LESS COST,4,4,4,4,4,4,4,5,YES,0,1,1,0,1,0,0,0,0,0,0,0
70,2020/11/09 2:24:49 PM GMT+5:30,GAMPAHA,40 - 49,MARRIED,DEGREE,PRIVATE,"80,001 - 100,000",PRIVATE_GOVERNMENT,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,ANDROID,SELF MOTIVATION,05-Mar,02-Jan,0,05-Jan,05-Jan,05-Jan,0,TO REDUCE TIME,4,4,4,4,4,4,4,4,YES,0,1,1,0,1,0,0,1,0,0,0,0
71,2020/11/09 3:26:58 PM GMT+5:30,GAMPAHA,30 - 39,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,ANDROID,SELF MOTIVATION,05-Mar,02-Jan,0,05-Jan,05-Jan,05-Jan,0,EASY TO USE,4,4,4,4,4,4,4,5,YES,0,1,1,0,1,1,0,0,0,0,0,0
72,2020/11/09 3:29:10 PM GMT+5:30,KANDY,30 - 39,MARRIED,DEGREE,SELF-EMPLOYED,"60,001 - 80,000",PRIVATE,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,10-Jun,10-Jun,10-Jun,0,TO REDUCE TIME,4,4,4,4,4,4,4,4,YES,0,1,1,0,0,0,0,1,0,0,0,0
73,2020/11/09 4:30:44 PM GMT+5:30,COLOMBO,19 - 29,MARRIED,DEGREE,PRIVATE,"80,001 - 100,000",PRIVATE_GOVERNMENT,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,APPLE IPHONE,FROM BANK,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,05-Jan,EASY TO USE,5,3,3,3,3,3,3,5,YES,0,0,1,0,1,0,0,1,0,0,0,0
74,2020/11/09 4:34:58 PM GMT+5:30,GALLE,30 - 39,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,0,TO REDUCE TIME,5,3,3,3,3,3,3,5,YES,0,1,1,0,1,0,0,1,0,0,0,0
75,2020/11/09 4:38:25 PM GMT+5:30,COLOMBO,30 - 39,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,0,TO REDUCE TIME,3,3,3,3,3,3,3,5,YES,0,1,1,0,1,0,0,1,0,0,0,0
76,2020/11/09 4:41:34 PM GMT+5:30,COLOMBO,30 - 39,MARRIED,DEGREE,GOVERNMENT,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,3,3,3,3,3,3,3,5,YES,0,1,1,0,1,0,0,1,1,0,0,0
77,2020/11/09 4:43:56 PM GMT+5:30,COLOMBO,19 - 29,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,ANDROID,FROM BANK,05-Mar,02-Jan,0,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,4,4,4,4,4,4,4,5,YES,0,0,1,0,1,0,0,0,0,0,0,0
78,2020/11/09 7:46:13 PM GMT+5:30,GAMPAHA,30 - 39,SINGLE,DEGREE,PRIVATE,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,3,3,3,3,3,3,3,5,YES,0,0,1,0,1,0,0,1,0,0,0,0
79,2020/11/09 7:48:05 PM GMT+5:30,GAMPAHA,30 - 39,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,10-Jun,05-Jan,05-Jan,0,TO REDUCE TIME,3,3,3,3,3,3,3,5,YES,0,1,1,0,1,0,0,1,0,0,0,0
80,2020/11/09 3:51:22 PM GMT+5:30,GAMPAHA,30 - 39,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,5,4,3,3,3,3,3,5,YES,0,1,0,0,1,0,0,0,0,0,0,0
81,2020/11/09 3:54:22 PM GMT+5:30,COLOMBO,40 - 49,MARRIED,DEGREE,SELF-EMPLOYED,"< 200,000",PRIVATE,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,ANDROID,SELF MOTIVATION,07-May,03-Feb,05-Jan,05-Jan,10-Jun,10-Jun,10-Jun,TO REDUCE TIME,4,4,3,3,3,3,4,5,YES,0,1,1,0,1,0,0,0,0,0,0,0
82,2020/11/09 3:56:17 PM GMT+5:30,COLOMBO,30 - 39,MARRIED,DEGREE,PRIVATE,"100,001 - 120,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,4,4,4,4,4,4,4,5,YES,1,1,1,0,1,0,0,1,0,0,0,0
83,2020/11/09 3:59:32 PM GMT+5:30,GAMPAHA,0 - 18,MARRIED,DEGREE,SELF-EMPLOYED,"80,001 - 100,000",PRIVATE,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,ANDROID,FROM BANK,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,3,3,4,4,3,3,5,5,YES,0,1,0,0,1,0,0,1,0,0,0,0
84,2020/11/09 4:04:23 PM GMT+5:30,GAMPAHA,40 - 49,MARRIED,DEGREE,GOVERNMENT,"20,001- 40,000",PRIVATE_GOVERNMENT,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,4,4,3,3,3,3,3,5,YES,0,1,1,0,0,0,0,1,0,0,0,0
85,2020/11/09 4:27:05 PM GMT+5:30,COLOMBO,19 - 29,MARRIED,DEGREE,GOVERNMENT,"60,001 - 80,000",PRIVATE_GOVERNMENT,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,ANDROID,SELF MOTIVATION,02-Jan,0 - 1,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,5,4,4,4,4,4,4,5,YES,0,0,1,0,1,0,0,0,0,0,0,0
86,2020/11/09 4:32:12 PM GMT+5:30,KEGALLE,30 - 39,MARRIED,AL,SELF-EMPLOYED,"80,001 - 100,000",PRIVATE_GOVERNMENT,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,ANDROID,FROM BANK,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,5,4,4,4,4,4,4,5,YES,0,0,1,0,1,0,0,0,1,0,0,0
87,2020/11/09 5:22:50 PM GMT+5:30,GAMPAHA,19 - 29,MARRIED,DEGREE,PRIVATE,"80,001 - 100,000",PRIVATE_GOVERNMENT,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,APPLE IPHONE,SELF MOTIVATION,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,10-Jun,TO REDUCE TIME,4,3,4,3,3,3,4,4,YES,0,1,1,0,1,0,0,1,0,0,0,0
88,2020/11/09 5:24:26 PM GMT+5:30,GAMPAHA,30 - 39,MARRIED,DEGREE,PRIVATE,"60,001 - 80,000",PRIVATE,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,ANDROID,FRIENDS,02-Jan,0 - 1,0,05-Jan,05-Jan,05-Jan,05-Jan,TO REDUCE TIME,4,3,4,4,4,4,3,4,YES,0,1,1,0,1,0,0,0,0,0,0,0
89,2020/11/09 5:26:43 PM GMT+5:30,GAMPAHA,40 - 49,SINGLE,DEGREE,PRIVATE,"120,001 - 140,000",PRIVATE_GOVERNMENT,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,ANDROID,SELF MOTIVATION,05-Mar,02-Jan,05-Jan,05-Jan,10-Jun,10-Jun,10-Jun,TO REDUCE TIME,3,3,4,4,3,3,4,4,YES,0,1,1,0,1,0,0,1,1,0,0,0
90,2020/11/09 5:28:41 PM GMT+5:30,COLOMBO,40 - 49,MARRIED,DEGREE,GOVERNMENT,"40,001 - 60,000",PRIVATE_GOVERNMENT,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,ANDROID,FROM BANK,09-Jul,02-Jan,05-Jan,05-Jan,10-Jun,10-Jun,10-Jun,TO REDUCE TIME,4,4,3,3,3,3,4,4,YES,0,1,1,0,1,0,0,1,1,0,0,0
91,2020/11/09 5:31:18 PM GMT+5:30,COLOMBO,30 - 39,MARRIED,DEGREE,GOVERNMENT,"20,001- 40,000",GOVERNMENT,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,ANDROID,FROM BANK,07-May,02-Jan,05-Jan,05-Jan,05-Jan,05-Jan,05-Jan,EASY TO USE,4,3,4,3,3,3,4,4,YES,0,1,1,0,1,0,0,1,0,1,0,0
